Year,Country,Sex,Cause of death,Observation status,Unit multiplier,Unit measure,Units,GeoCode,Value
2013,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2014,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2015,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2016,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2017,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2018,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2001,,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2002,,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2003,,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2004,,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2005,,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2006,,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2007,,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2008,,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2009,,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2010,,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2011,,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2012,,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2013,,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2014,,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2015,,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2016,,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2017,,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2018,,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2001,England,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2002,England,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2003,England,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2004,England,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2005,England,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2006,England,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2007,England,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2008,England,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2009,England,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2010,England,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2011,England,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2012,England,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2013,England,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2014,England,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2015,England,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2016,England,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2017,England,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2018,England,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2001,England,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2002,England,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2003,England,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2004,England,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2005,England,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2006,England,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2007,England,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2008,England,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2009,England,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2010,England,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2011,England,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2012,England,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2013,England,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2014,England,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2015,England,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2016,England,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2017,England,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2018,England,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2001,Wales,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2002,Wales,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2003,Wales,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2004,Wales,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2005,Wales,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2006,Wales,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2007,Wales,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2008,Wales,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2009,Wales,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2010,Wales,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2011,Wales,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2012,Wales,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2013,Wales,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2014,Wales,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2015,Wales,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2016,Wales,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2017,Wales,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2018,Wales,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2001,Wales,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2002,Wales,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2003,Wales,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2004,Wales,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2005,Wales,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2006,Wales,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2007,Wales,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2008,Wales,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2009,Wales,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2010,Wales,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2011,Wales,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2012,Wales,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2013,Wales,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2014,Wales,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2015,Wales,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2016,Wales,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2017,Wales,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2018,Wales,Female,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2001,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2002,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2003,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2004,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2005,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2006,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2007,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2008,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2009,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2010,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2011,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2012,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2013,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2014,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2015,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2016,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2017,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2018,,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2001,,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2002,,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2003,,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2004,,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2005,,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2006,,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2007,,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2008,,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2009,,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2010,,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2011,,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2012,,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2013,,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2014,,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2015,,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2016,,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2017,,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2018,,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,,0.0
2001,England,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2002,England,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2003,England,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2004,England,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2005,England,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2006,England,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2007,England,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2008,England,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2009,England,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2010,England,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2011,England,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2012,England,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2013,England,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2014,England,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2015,England,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2016,England,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2017,England,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2018,England,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2001,England,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2002,England,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2003,England,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2004,England,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2005,England,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2006,England,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2007,England,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2008,England,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2009,England,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2010,England,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2011,England,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2012,England,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2013,England,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2014,England,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2015,England,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2016,England,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2017,England,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2018,England,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2001,Wales,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2002,Wales,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2003,Wales,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2004,Wales,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2005,Wales,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2006,Wales,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2007,Wales,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2008,Wales,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2009,Wales,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2010,Wales,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2011,Wales,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2012,Wales,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2013,Wales,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2014,Wales,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2015,Wales,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2016,Wales,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2017,Wales,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2018,Wales,Male,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2001,Wales,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2002,Wales,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2003,Wales,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2004,Wales,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2005,Wales,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2006,Wales,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2007,Wales,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2008,Wales,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2009,Wales,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2010,Wales,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2011,Wales,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2012,Wales,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2013,Wales,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2014,Wales,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2015,Wales,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2016,Wales,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2017,Wales,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2018,Wales,Female,Victim of volcanic eruption,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2001,,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,1.0
2002,,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,0.0
2003,,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,0.0
2004,,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,0.0
2005,,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,0.0
2006,,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,0.0
2007,,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,0.0
2008,,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,0.0
2009,,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,0.0
2010,,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,0.0
2011,,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,0.0
2012,,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,0.0
2013,,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,0.0
2014,,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,1.0
2015,,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,0.0
2016,,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,0.0
2017,,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,0.0
2018,,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,0.0
2001,,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,1.0
2002,,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,0.0
2003,,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,0.0
2004,,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,0.0
2005,,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,0.0
2006,,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,0.0
2007,,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,0.0
2008,,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,0.0
2009,,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,0.0
2010,,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,0.0
2011,,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,0.0
2012,,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,0.0
2013,,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,0.0
2014,,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,1.0
2015,,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,0.0
2016,,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,1.0
2017,,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,0.0
2018,,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,,0.0
2001,England,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2002,England,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2003,England,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2004,England,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2005,England,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2006,England,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2007,England,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2008,England,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2009,England,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2010,England,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2011,England,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2012,England,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2013,England,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2014,England,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,1.0
2015,England,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2016,England,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2017,England,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2018,England,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2001,England,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2002,England,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2003,England,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2004,England,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2005,England,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2006,England,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2007,England,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2008,England,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2009,England,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2010,England,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2011,England,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2012,England,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2013,England,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2014,England,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,1.0
2015,England,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2016,England,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,1.0
2017,England,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2018,England,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2001,Wales,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,W92000004,1.0
2002,Wales,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2003,Wales,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
